日期,代码,名称,当前价格,MA20,临界值,偏离度(%),信号状态,趋势强度,持续天数
2026-04-20,399006.SZ,创业板指,3677.58,3360.64,3360.64,9.43,YES,1,9
2026-04-20,000688.SH,科创50,1450.52,1331.89,1331.89,8.91,YES,2,9
2026-04-20,399001.SZ,深证成指,14966.75,13987.2,13987.2,7.0,YES,3,9
2026-04-20,000852.SH,中证1000,8357.81,7855.75,7855.75,6.39,YES,4,9
2026-04-20,000905.SH,中证500,8290.02,7830.79,7830.79,5.86,YES,5,9
2026-04-20,000985.SH,中证全指,6300.21,5994.58,5994.58,5.1,YES,6,9
2026-04-20,000300.SH,沪深300,4757.44,4564.62,4564.62,4.22,YES,7,9
2026-04-20,000001.SH,上证指数,4082.13,3953.07,3953.07,3.26,YES,8,9
2026-04-20,000016.SH,上证50,2933.65,2871.55,2871.55,2.16,YES,9,9
2026-04-20,000908.SH,中证2000,2632.66,2758.89,2758.89,-4.58,NO,10,18
2026-04-20,801741.SI,商业航天,38298.84,33047.54,33047.54,15.89,YES,1,5
2026-04-20,801081.SI,半导体,8102.26,7372.89,7372.89,9.89,YES,2,9
2026-04-20,931787.SH,港股创新药,1418.8,1342.51,1342.51,5.68,YES,3,9
2026-04-20,801738.SI,电网设备,6893.18,6569.09,6569.09,4.93,YES,4,4
2026-04-20,000941.SH,新能源,2863.83,2754.57,2754.57,3.97,YES,5,6
2026-04-20,931775.SH,房地产,2785.02,2712.33,2712.33,2.68,YES,6,5
2026-04-20,399975.SZ,证券公司,755.78,738.2,738.2,2.38,YES,7,7
2026-04-20,000813.SH,细分化工,4163.83,4094.93,4094.93,1.68,YES,8,9
2026-04-20,801735.SI,光伏设备,7091.08,7028.53,7028.53,0.89,YES,9,1
2026-04-20,399989.SZ,中证医疗,6657.86,6600.66,6600.66,0.87,YES,10,9
2026-04-20,000922.SH,中证红利,5702.51,5710.1,5710.1,-0.13,NO,11,2
2026-04-20,399998.SZ,中证煤炭,2262.1,2352.22,2352.22,-3.83,NO,12,15
2026-04-20,SOXX,费城半导体,417.55,362.75,362.75,15.11,YES,1,10
2026-04-20,NDX,纳斯达克,24404.39,22514.46,22514.46,8.39,YES,2,10
2026-04-20,SGE-AG,白银,19617.0,18453.8,18453.8,6.3,YES,3,1
2026-04-20,SGE-AU,黄金,1049.29,1032.1,1032.1,1.67,YES,4,1
2026-04-20,UDI,美元指数,98.06,99.22,99.22,-1.17,NO,5,10
