日期,代码,名称,当前价格,MA20,临界值,偏离度(%),信号状态,趋势强度,持续天数
2026-03-24,000908.SH,中证2000,2850.14,2834.5,2834.5,0.55,YES,1,16
2026-03-24,399006.SZ,创业板指,3251.55,3287.39,3287.39,-1.09,NO,2,2
2026-03-24,000300.SH,沪深300,4474.72,4641.52,4641.52,-3.59,NO,3,8
2026-03-24,399001.SZ,深证成指,13536.56,14143.49,14143.49,-4.29,NO,4,6
2026-03-24,000016.SH,上证50,2830.85,2965.32,2965.32,-4.53,NO,5,16
2026-03-24,000001.SH,上证指数,3881.28,4075.54,4075.54,-4.77,NO,6,8
2026-03-24,000985.SH,中证全指,5843.73,6184.44,6184.44,-5.51,NO,7,8
2026-03-24,000852.SH,中证1000,7600.86,8155.49,8155.49,-6.8,NO,8,8
2026-03-24,000688.SH,科创50,1290.79,1389.62,1389.62,-7.11,NO,9,16
2026-03-24,000905.SH,中证500,7597.37,8213.34,8213.34,-7.5,NO,10,9
2026-03-24,399998.SZ,中证煤炭,2471.1,2419.34,2419.34,2.14,YES,1,16
2026-03-24,801735.SI,光伏设备,7661.53,7579.19,7579.19,1.09,YES,2,3
2026-03-24,000941.SH,新能源,2805.86,2778.02,2778.02,1.0,YES,3,12
2026-03-24,931787.SH,港股创新药,1247.0,1272.2,1272.2,-1.98,NO,4,4
2026-03-24,000922.SH,中证红利,5712.79,5842.54,5842.54,-2.22,NO,5,5
2026-03-24,399989.SZ,中证医疗,6371.88,6734.2,6734.2,-5.38,NO,6,16
2026-03-24,801738.SI,电网设备,6609.58,7046.78,7046.78,-6.2,NO,7,6
2026-03-24,399975.SZ,证券公司,736.4,785.61,785.61,-6.26,NO,8,16
2026-03-24,801081.SI,半导体,7083.18,7580.69,7580.69,-6.56,NO,9,16
2026-03-24,931775.SH,房地产,2730.8,2922.71,2922.71,-6.57,NO,10,16
2026-03-24,801750.SI,通信,4898.22,5319.56,5319.56,-7.92,NO,11,9
2026-03-24,000813.SH,细分化工,3922.88,4297.38,4297.38,-8.71,NO,12,7
2026-03-24,801741.SI,商业航天,31989.86,36231.42,36231.42,-11.71,NO,13,9
2026-03-24,UUP,美元指数,27.65,27.51,27.51,0.51,YES,1,16
2026-03-24,SOXX,费城半导体,341.02,340.61,340.61,0.12,YES,2,1
2026-03-24,COMP,纳斯达克,8.1,8.84,8.84,-8.36,NO,3,16
2026-03-24,SGE-AU,黄金,1014.14,1109.56,1109.56,-8.6,NO,4,9
2026-03-24,SGE-AG,白银,18116.0,20420.0,20420.0,-11.28,NO,5,8
