日期,代码,名称,当前价格,MA20,临界值,偏离度(%),信号状态,趋势强度,持续天数
2026-05-11,000688.SH,科创50,1716.69,1485.5,1485.5,15.56,YES,1,4
2026-05-11,399006.SZ,创业板指,3928.97,3654.0,3654.0,7.53,YES,2,4
2026-05-11,000905.SH,中证500,8839.74,8292.82,8292.82,6.6,YES,3,4
2026-05-11,000852.SH,中证1000,8866.78,8339.06,8339.06,6.33,YES,4,4
2026-05-11,399001.SZ,深证成指,15899.3,14963.15,14963.15,6.26,YES,5,4
2026-05-11,000985.SH,中证全指,6633.48,6297.55,6297.55,5.33,YES,6,4
2026-05-11,000300.SH,沪深300,4951.84,4766.48,4766.48,3.89,YES,7,4
2026-05-11,000001.SH,上证指数,4225.02,4083.91,4083.91,3.46,YES,8,4
2026-05-11,000016.SH,上证50,3041.63,2950.27,2950.27,3.1,YES,9,4
2026-05-11,000908.SH,中证2000,2602.84,2703.69,2703.69,-3.73,NO,10,3
2026-05-11,801081.SI,半导体,9883.26,8366.45,8366.45,18.13,YES,1,4
2026-05-11,801741.SI,商业航天,43092.54,36982.79,36982.79,16.52,YES,2,4
2026-05-11,931775.SH,房地产,3020.11,2804.16,2804.16,7.7,YES,3,4
2026-05-11,801735.SI,光伏设备,7438.81,6995.24,6995.24,6.34,YES,4,4
2026-05-11,801750.SI,通信,5460.79,5180.27,5180.27,5.42,YES,5,4
2026-05-11,000941.SH,新能源,3025.08,2880.97,2880.97,5.0,YES,6,4
2026-05-11,801738.SI,电网设备,6939.78,6731.37,6731.37,3.1,YES,7,4
2026-05-11,399975.SZ,证券公司,771.75,754.34,754.34,2.31,YES,8,4
2026-05-11,399989.SZ,中证医疗,6794.95,6696.36,6696.36,1.47,YES,9,4
2026-05-11,399998.SZ,中证煤炭,2406.5,2375.44,2375.44,1.31,YES,10,4
2026-05-11,000813.SH,细分化工,4279.43,4261.76,4261.76,0.41,YES,11,4
2026-05-11,000922.SH,中证红利,5783.46,5761.96,5761.96,0.37,YES,12,4
2026-05-11,931787.SH,港股创新药,1328.26,1367.11,1367.11,-2.84,NO,13,13
2026-05-11,SOXX,费城半导体,532.76,453.29,453.29,17.53,YES,1,25
2026-05-11,COMP,纳斯达克,8.76,7.88,7.88,11.16,YES,2,4
2026-05-11,SGE-AG,白银,20843.0,19144.4,19144.4,8.87,YES,3,1
2026-05-11,UUP,美元指数,27.35,27.42,27.42,-0.26,NO,4,4
2026-05-11,SGE-AU,黄金,1028.92,1038.09,1038.09,-0.88,NO,5,13
