日期,代码,名称,当前价格,MA20,临界值,偏离度(%),信号状态,趋势强度,持续天数
2026-05-13,000688.SH,科创50,1770.15,1524.77,1524.77,16.09,YES,1,6
2026-05-13,399006.SZ,创业板指,4038.33,3714.06,3714.06,8.73,YES,2,6
2026-05-13,000905.SH,中证500,8918.24,8384.63,8384.63,6.36,YES,3,6
2026-05-13,399001.SZ,深证成指,16089.75,15143.59,15143.59,6.25,YES,4,6
2026-05-13,000852.SH,中证1000,8955.45,8431.94,8431.94,6.21,YES,5,6
2026-05-13,000985.SH,中证全指,6686.87,6356.67,6356.67,5.19,YES,6,6
2026-05-13,000300.SH,沪深300,4998.34,4803.66,4803.66,4.05,YES,7,6
2026-05-13,000001.SH,上证指数,4242.57,4109.15,4109.15,3.25,YES,8,6
2026-05-13,000016.SH,上证50,3047.25,2965.59,2965.59,2.75,YES,9,6
2026-05-13,000908.SH,中证2000,2578.69,2689.42,2689.42,-4.12,NO,10,5
2026-05-13,801081.SI,半导体,10254.23,8622.06,8622.06,18.93,YES,1,6
2026-05-13,801741.SI,商业航天,41711.7,37915.79,37915.79,10.01,YES,2,6
2026-05-13,801738.SI,电网设备,7298.72,6796.0,6796.0,7.4,YES,3,6
2026-05-13,801735.SI,光伏设备,7484.93,7069.86,7069.86,5.87,YES,4,6
2026-05-13,931775.SH,房地产,2982.88,2836.77,2836.77,5.15,YES,5,6
2026-05-13,801750.SI,通信,5461.19,5223.46,5223.46,4.55,YES,6,6
2026-05-13,000941.SH,新能源,3001.85,2911.12,2911.12,3.12,YES,7,6
2026-05-13,399975.SZ,证券公司,769.98,757.73,757.73,1.62,YES,8,6
2026-05-13,399989.SZ,中证医疗,6715.71,6696.62,6696.62,0.29,YES,9,6
2026-05-13,000813.SH,细分化工,4270.13,4268.73,4268.73,0.03,YES,10,1
2026-05-13,000922.SH,中证红利,5748.08,5769.46,5769.46,-0.37,NO,11,1
2026-05-13,399998.SZ,中证煤炭,2362.77,2383.16,2383.16,-0.86,NO,12,2
2026-05-13,931787.SH,港股创新药,1305.78,1360.28,1360.28,-4.01,NO,13,15
2026-05-13,SOXX,费城半导体,528.29,465.35,465.35,13.53,YES,1,27
2026-05-13,SGE-AG,白银,21374.0,19430.8,19430.8,10.0,YES,2,3
2026-05-13,COMP,纳斯达克,8.12,7.99,7.99,1.68,YES,3,6
2026-05-13,UUP,美元指数,27.51,27.44,27.44,0.26,YES,4,2
2026-05-13,SGE-AU,黄金,1027.51,1036.57,1036.57,-0.87,NO,5,15
