日期,代码,名称,当前价格,MA20,临界值,偏离度(%),信号状态,趋势强度,持续天数
2026-03-26,399006.SZ,创业板指,3272.49,3281.87,3281.87,-0.29,NO,1,1
2026-03-26,000908.SH,中证2000,2812.28,2855.97,2855.97,-1.53,NO,2,2
2026-03-26,000300.SH,沪深300,4477.53,4619.14,4619.14,-3.07,NO,3,10
2026-03-26,399001.SZ,深证成指,13606.44,14064.88,14064.88,-3.26,NO,4,8
2026-03-26,000001.SH,上证指数,3889.08,4051.89,4051.89,-4.02,NO,5,10
2026-03-26,000016.SH,上证50,2824.67,2945.03,2945.03,-4.09,NO,6,18
2026-03-26,000985.SH,中证全指,5861.89,6138.25,6138.25,-4.5,NO,7,10
2026-03-26,000852.SH,中证1000,7639.38,8079.17,8079.17,-5.44,NO,8,10
2026-03-26,000905.SH,中证500,7642.13,8129.59,8129.59,-6.0,NO,9,11
2026-03-26,000688.SH,科创50,1288.81,1371.87,1371.87,-6.05,NO,10,18
2026-03-26,000941.SH,新能源,2838.71,2789.41,2789.41,1.77,YES,1,14
2026-03-26,399998.SZ,中证煤炭,2460.53,2438.55,2438.55,0.9,YES,2,18
2026-03-26,801735.SI,光伏设备,7498.22,7592.61,7592.61,-1.24,NO,3,1
2026-03-26,000922.SH,中证红利,5729.34,5837.63,5837.63,-1.85,NO,4,7
2026-03-26,931787.SH,港股创新药,1231.7,1262.64,1262.64,-2.45,NO,5,6
2026-03-26,399989.SZ,中证医疗,6336.78,6667.22,6667.22,-4.96,NO,6,18
2026-03-26,801081.SI,半导体,7101.14,7491.35,7491.35,-5.21,NO,7,18
2026-03-26,931775.SH,房地产,2719.78,2886.36,2886.36,-5.77,NO,8,18
2026-03-26,801738.SI,电网设备,6602.02,7018.4,7018.4,-5.93,NO,9,8
2026-03-26,000813.SH,细分化工,3993.29,4253.78,4253.78,-6.12,NO,10,9
2026-03-26,399975.SZ,证券公司,727.42,776.9,776.9,-6.37,NO,11,18
2026-03-26,801750.SI,通信,4850.76,5256.91,5256.91,-7.73,NO,12,11
2026-03-26,801741.SI,商业航天,32156.47,35729.76,35729.76,-10.0,NO,13,11
2026-03-26,UUP,美元指数,27.81,27.57,27.57,0.85,YES,1,18
2026-03-26,SOXX,费城半导体,328.85,338.07,338.07,-2.73,NO,2,1
2026-03-26,SGE-AU,黄金,995.34,1094.51,1094.51,-9.06,NO,3,11
2026-03-26,COMP,纳斯达克,7.62,8.64,8.64,-11.81,NO,4,18
2026-03-26,SGE-AG,白银,17459.0,19953.75,19953.75,-12.5,NO,5,10
