日期,代码,名称,当前价格,MA20,临界值,偏离度(%),信号状态,趋势强度,持续天数
2026-04-28,000688.SH,科创50,1488.66,1382.6,1382.6,7.67,YES,1,15
2026-04-28,399006.SZ,创业板指,3596.71,3482.13,3482.13,3.29,YES,2,15
2026-04-28,399001.SZ,深证成指,14830.46,14396.86,14396.86,3.01,YES,3,15
2026-04-28,000908.SH,中证2000,2787.69,2724.47,2724.47,2.32,YES,4,1
2026-04-28,000905.SH,中证500,8203.96,8018.46,8018.46,2.31,YES,5,15
2026-04-28,000300.SH,沪深300,4758.21,4652.13,4652.13,2.28,YES,6,15
2026-04-28,000985.SH,中证全指,6246.71,6121.95,6121.95,2.04,YES,7,15
2026-04-28,000852.SH,中证1000,8226.69,8063.25,8063.25,2.03,YES,8,15
2026-04-28,000001.SH,上证指数,4078.64,4011.92,4011.92,1.66,YES,9,15
2026-04-28,000016.SH,上证50,2950.42,2903.91,2903.91,1.6,YES,10,15
2026-04-28,801081.SI,半导体,8445.21,7712.8,7712.8,9.5,YES,1,15
2026-04-28,399998.SZ,中证煤炭,2496.22,2332.86,2332.86,7.0,YES,2,4
2026-04-28,000813.SH,细分化工,4295.61,4167.44,4167.44,3.08,YES,3,15
2026-04-28,801741.SI,商业航天,35705.78,34682.57,34682.57,2.95,YES,4,11
2026-04-28,000941.SH,新能源,2848.65,2772.08,2772.08,2.76,YES,5,12
2026-04-28,000922.SH,中证红利,5828.88,5726.23,5726.23,1.79,YES,6,6
2026-04-28,931775.SH,房地产,2765.33,2726.3,2726.3,1.43,YES,7,11
2026-04-28,399975.SZ,证券公司,752.02,742.92,742.92,1.23,YES,8,13
2026-04-28,399989.SZ,中证医疗,6750.38,6682.69,6682.69,1.01,YES,9,1
2026-04-28,801750.SI,通信,5060.07,5037.92,5037.92,0.44,YES,10,13
2026-04-28,801738.SI,电网设备,6581.63,6617.65,6617.65,-0.54,NO,11,1
2026-04-28,801735.SI,光伏设备,6725.5,6847.66,6847.66,-1.78,NO,12,2
2026-04-28,931787.SH,港股创新药,1337.97,1378.21,1378.21,-2.92,NO,13,4
2026-04-28,SOXX,费城半导体,438.71,395.96,395.96,10.8,YES,1,16
2026-04-28,COMP,纳斯达克,7.89,7.46,7.46,5.74,YES,2,8
2026-04-28,UUP,美元指数,27.53,27.52,27.52,0.04,YES,3,1
2026-04-28,SGE-AU,黄金,1010.5,1041.15,1041.15,-2.94,NO,4,4
2026-04-28,SGE-AG,白银,18120.0,18763.25,18763.25,-3.43,NO,5,4
