日期,代码,名称,当前价格,MA20,临界值,偏离度(%),信号状态,趋势强度,持续天数
2026-04-03,000016.SH,上证50,2830.6,2895.23,2895.23,-2.23,NO,1,1
2026-04-03,000001.SH,上证指数,3880.1,3986.56,3986.56,-2.67,NO,2,1
2026-04-03,000300.SH,沪深300,4440.79,4563.35,4563.35,-2.69,NO,3,1
2026-04-03,399001.SZ,深证成指,13352.9,13882.3,13882.3,-3.81,NO,4,1
2026-04-03,000985.SH,中证全指,5791.49,6024.33,6024.33,-3.87,NO,5,1
2026-04-03,399006.SZ,创业板指,3149.6,3276.84,3276.84,-3.88,NO,6,1
2026-04-03,000852.SH,中证1000,7536.6,7897.35,7897.35,-4.57,NO,7,1
2026-04-03,000905.SH,中证500,7534.94,7903.7,7903.7,-4.67,NO,8,1
2026-04-03,000688.SH,科创50,1256.21,1327.92,1327.92,-5.4,NO,9,1
2026-04-03,931787.SH,港股创新药,1415.5,1283.59,1283.59,10.28,YES,1,1
2026-04-03,801192.SI,有色金属,3671.03,3594.75,3594.75,2.12,YES,2,8
2026-04-03,399989.SZ,中证医疗,6592.13,6615.56,6615.56,-0.35,NO,3,2
2026-04-03,000922.SH,中证红利,5649.43,5794.67,5794.67,-2.51,NO,4,1
2026-04-03,000813.SH,细分化工,3965.67,4139.26,4139.26,-4.19,NO,5,1
2026-04-03,399975.SZ,证券公司,714.72,754.78,754.78,-5.31,NO,6,1
2026-04-03,801081.SI,半导体,6891.09,7282.98,7282.98,-5.38,NO,7,1
2026-04-03,399998.SZ,中证煤炭,2292.77,2431.31,2431.31,-5.7,NO,8,1
2026-04-03,931775.SH,房地产,2592.54,2804.04,2804.04,-7.54,NO,9,1
2026-04-03,801738.SI,电网设备,6308.36,6835.62,6835.62,-7.71,NO,10,1
2026-04-03,801741.SI,商业航天,31257.35,33962.78,33962.78,-7.97,NO,11,1
2026-04-03,000941.SH,新能源,2558.91,2797.0,2797.0,-8.51,NO,12,1
2026-04-03,801735.SI,光伏设备,6441.77,7456.61,7456.61,-13.61,NO,13,1
