日期,代码,名称,当前价格,MA20,临界值,偏离度(%),信号状态,趋势强度,持续天数
2026-04-22,399006.SZ,创业板指,3752.76,3408.39,3408.39,10.1,YES,1,8
2026-04-22,000688.SH,科创50,1451.14,1348.17,1348.17,7.64,YES,2,8
2026-04-22,399001.SZ,深证成指,15177.29,14151.06,14151.06,7.25,YES,3,8
2026-04-22,000852.SH,中证1000,8481.24,7946.87,7946.87,6.72,YES,4,8
2026-04-22,000905.SH,中证500,8376.18,7911.21,7911.21,5.88,YES,5,8
2026-04-22,000985.SH,中证全指,6357.1,6048.97,6048.97,5.09,YES,6,8
2026-04-22,000300.SH,沪深300,4799.63,4598.37,4598.37,4.38,YES,7,8
2026-04-22,000001.SH,上证指数,4106.26,3977.91,3977.91,3.23,YES,8,8
2026-04-22,000016.SH,上证50,2930.58,2883.52,2883.52,1.63,YES,9,8
2026-04-22,801741.SI,商业航天,38374.67,33737.21,33737.21,13.75,YES,1,8
2026-04-22,801081.SI,半导体,8231.56,7484.11,7484.11,9.99,YES,2,8
2026-04-22,000941.SH,新能源,2902.19,2764.12,2764.12,5.0,YES,3,8
2026-04-22,801738.SI,电网设备,6914.76,6602.91,6602.91,4.72,YES,4,8
2026-04-22,931787.SH,港股创新药,1396.41,1356.96,1356.96,2.91,YES,5,1
2026-04-22,931775.SH,房地产,2792.96,2721.82,2721.82,2.61,YES,6,8
2026-04-22,801192.SI,有色金属,3671.03,3594.75,3594.75,2.12,YES,7,8
2026-04-22,000813.SH,细分化工,4212.62,4126.05,4126.05,2.1,YES,8,8
2026-04-22,399975.SZ,证券公司,755.79,740.22,740.22,2.1,YES,9,8
2026-04-22,801735.SI,光伏设备,7068.86,6968.44,6968.44,1.44,YES,10,8
2026-04-22,399989.SZ,中证医疗,6697.35,6638.38,6638.38,0.89,YES,11,1
2026-04-22,000922.SH,中证红利,5752.38,5718.41,5718.41,0.59,YES,12,8
2026-04-22,399998.SZ,中证煤炭,2328.07,2337.04,2337.04,-0.38,NO,13,1
