日期,代码,名称,当前价格,MA20,临界值,偏离度(%),信号状态,趋势强度,持续天数
2026-03-25,399006.SZ,创业板指,3316.97,3285.5,3285.5,0.96,YES,1,1
2026-03-25,000300.SH,沪深300,4537.47,4631.6,4631.6,-2.03,NO,2,9
2026-03-25,399001.SZ,深证成指,13801.0,14109.74,14109.74,-2.19,NO,3,7
2026-03-25,000908.SH,中证2000,2776.38,2843.7,2843.7,-2.37,NO,4,1
2026-03-25,000016.SH,上证50,2859.53,2955.55,2955.55,-3.25,NO,5,17
2026-03-25,000001.SH,上证指数,3931.84,4064.77,4064.77,-3.27,NO,6,9
2026-03-25,000985.SH,中证全指,5948.6,6163.84,6163.84,-3.49,NO,7,9
2026-03-25,000852.SH,中证1000,7751.18,8121.73,8121.73,-4.56,NO,8,9
2026-03-25,000688.SH,科创50,1315.41,1381.72,1381.72,-4.8,NO,9,17
2026-03-25,000905.SH,中证500,7767.67,8175.35,8175.35,-4.99,NO,10,10
2026-03-25,000941.SH,新能源,2843.33,2782.73,2782.73,2.18,YES,1,13
2026-03-25,801735.SI,光伏设备,7687.52,7587.47,7587.47,1.32,YES,2,4
2026-03-25,399998.SZ,中证煤炭,2432.45,2427.75,2427.75,0.19,YES,3,17
2026-03-25,931787.SH,港股创新药,1254.26,1266.29,1266.29,-0.95,NO,4,5
2026-03-25,000922.SH,中证红利,5726.78,5839.6,5839.6,-1.93,NO,5,6
2026-03-25,801081.SI,半导体,7273.9,7543.52,7543.52,-3.57,NO,6,17
2026-03-25,399989.SZ,中证医疗,6439.26,6701.94,6701.94,-3.92,NO,7,17
2026-03-25,801738.SI,电网设备,6754.52,7040.06,7040.06,-4.06,NO,8,7
2026-03-25,931775.SH,房地产,2768.62,2903.89,2903.89,-4.66,NO,9,17
2026-03-25,399975.SZ,证券公司,744.57,781.46,781.46,-4.72,NO,10,17
2026-03-25,801750.SI,通信,4987.67,5292.2,5292.2,-5.75,NO,11,10
2026-03-25,000813.SH,细分化工,3993.51,4275.95,4275.95,-6.61,NO,12,8
2026-03-25,801741.SI,商业航天,32397.52,36002.76,36002.76,-10.01,NO,13,10
2026-03-25,SOXX,费城半导体,345.25,339.47,339.47,1.7,YES,1,2
2026-03-25,UUP,美元指数,27.7,27.54,27.54,0.58,YES,2,17
2026-03-25,COMP,纳斯达克,7.92,8.76,8.76,-9.58,NO,3,17
2026-03-25,SGE-AU,黄金,992.09,1102.0,1102.0,-9.97,NO,4,10
2026-03-25,SGE-AG,白银,17338.0,20196.45,20196.45,-14.15,NO,5,9
