日期,代码,名称,当前价格,MA20,临界值,偏离度(%),信号状态,趋势强度,持续天数
2026-04-17,399006.SZ,创业板指,3678.29,3344.36,3344.36,9.98,YES,1,8
2026-04-17,000688.SH,科创50,1423.35,1325.28,1325.28,7.4,YES,2,8
2026-04-17,399001.SZ,深证成指,14885.42,13932.17,13932.17,6.84,YES,3,8
2026-04-17,000852.SH,中证1000,8307.44,7827.03,7827.03,6.14,YES,4,8
2026-04-17,000905.SH,中证500,8214.19,7804.29,7804.29,5.25,YES,5,8
2026-04-17,000985.SH,中证全指,6254.11,5977.86,5977.86,4.62,YES,6,8
2026-04-17,000300.SH,沪深300,4728.67,4555.1,4555.1,3.81,YES,7,8
2026-04-17,000001.SH,上证指数,4051.43,3946.81,3946.81,2.65,YES,8,8
2026-04-17,000016.SH,上证50,2910.87,2869.06,2869.06,1.46,YES,9,8
2026-04-17,801081.SI,半导体,8012.48,7333.25,7333.25,9.26,YES,1,8
2026-04-17,801741.SI,商业航天,35178.66,32782.91,32782.91,7.31,YES,2,8
2026-04-17,931787.SH,港股创新药,1431.78,1336.79,1336.79,7.11,YES,3,1
2026-04-17,000941.SH,新能源,2857.75,2754.56,2754.56,3.75,YES,4,8
2026-04-17,931775.SH,房地产,2798.92,2712.86,2712.86,3.17,YES,5,8
2026-04-17,801738.SI,电网设备,6739.1,6555.04,6555.04,2.81,YES,6,8
2026-04-17,399975.SZ,证券公司,757.13,738.38,738.38,2.54,YES,7,8
2026-04-17,801192.SI,有色金属,3671.03,3594.75,3594.75,2.12,YES,8,8
2026-04-17,000813.SH,细分化工,4163.65,4084.04,4084.04,1.95,YES,9,8
2026-04-17,399989.SZ,中证医疗,6596.32,6591.5,6591.5,0.07,YES,10,1
2026-04-17,000922.SH,中证红利,5695.32,5713.6,5713.6,-0.32,NO,11,1
2026-04-17,801735.SI,光伏设备,6995.49,7065.87,7065.87,-1.0,NO,12,1
2026-04-17,399998.SZ,中证煤炭,2267.22,2362.19,2362.19,-4.02,NO,13,1
