日期,代码,名称,当前价格,MA20,临界值,偏离度(%),信号状态,趋势强度,持续天数
2026-04-09,000688.SH,科创50,1343.95,1315.85,1315.85,2.14,YES,1,8
2026-04-09,399006.SZ,创业板指,3323.3,3275.22,3275.22,1.47,YES,2,8
2026-04-09,399001.SZ,深证成指,13996.27,13809.91,13809.91,1.35,YES,3,8
2026-04-09,000852.SH,中证1000,7921.45,7825.63,7825.63,1.22,YES,4,8
2026-04-09,000905.SH,中证500,7898.63,7819.79,7819.79,1.01,YES,5,8
2026-04-09,000985.SH,中证全指,6020.05,5979.03,5979.03,0.69,YES,6,8
2026-04-09,000300.SH,沪深300,4566.22,4543.74,4543.74,0.49,YES,7,8
2026-04-09,000016.SH,上证50,2884.76,2879.84,2879.84,0.17,YES,8,8
2026-04-09,000001.SH,上证指数,3966.17,3961.47,3961.47,0.12,YES,9,8
2026-04-09,931787.SH,港股创新药,1383.33,1295.04,1295.04,6.82,YES,1,1
2026-04-09,801081.SI,半导体,7467.55,7237.14,7237.14,3.18,YES,2,8
2026-04-09,801192.SI,有色金属,3671.03,3594.75,3594.75,2.12,YES,3,8
2026-04-09,000813.SH,细分化工,4182.2,4101.71,4101.71,1.96,YES,4,8
2026-04-09,399989.SZ,中证医疗,6679.36,6600.09,6600.09,1.2,YES,5,1
2026-04-09,000922.SH,中证红利,5680.34,5769.26,5769.26,-1.54,NO,6,1
2026-04-09,801741.SI,商业航天,32469.97,33003.16,33003.16,-1.62,NO,7,1
2026-04-09,801738.SI,电网设备,6513.56,6670.77,6670.77,-2.36,NO,8,1
2026-04-09,399975.SZ,证券公司,725.01,745.92,745.92,-2.8,NO,9,1
2026-04-09,931775.SH,房地产,2661.76,2764.44,2764.44,-3.71,NO,10,1
2026-04-09,000941.SH,新能源,2628.36,2768.83,2768.83,-5.07,NO,11,1
2026-04-09,399998.SZ,中证煤炭,2291.23,2415.92,2415.92,-5.16,NO,12,1
2026-04-09,801735.SI,光伏设备,6579.49,7295.74,7295.74,-9.82,NO,13,1
