日期,代码,名称,当前价格,MA20,临界值,偏离度(%),信号状态,趋势强度,持续天数
2026-03-17,000908.SH,中证2000,2821.49,2758.89,2758.89,2.27,YES,1,11
2026-03-17,399006.SZ,创业板指,3280.06,3288.55,3288.55,-0.26,NO,2,1
2026-03-17,000300.SH,沪深300,4637.44,4682.74,4682.74,-0.97,NO,3,3
2026-03-17,399001.SZ,深证成指,14039.73,14253.92,14253.92,-1.5,NO,4,1
2026-03-17,000016.SH,上证50,2963.58,3012.65,3012.65,-1.63,NO,5,11
2026-03-17,000001.SH,上证指数,4049.91,4119.18,4119.18,-1.68,NO,6,3
2026-03-17,000985.SH,中证全指,6120.17,6266.29,6266.29,-2.33,NO,7,3
2026-03-17,000852.SH,中证1000,8019.86,8280.99,8280.99,-3.15,NO,8,3
2026-03-17,000905.SH,中证500,8016.03,8362.17,8362.17,-4.14,NO,9,4
2026-03-17,000688.SH,科创50,1354.15,1427.67,1427.67,-5.15,NO,10,11
2026-03-17,399998.SZ,中证煤炭,2420.52,2362.18,2362.18,2.47,YES,1,11
2026-03-17,000941.SH,新能源,2818.28,2752.73,2752.73,2.38,YES,2,7
2026-03-17,000922.SH,中证红利,5868.48,5839.06,5839.06,0.5,YES,3,11
2026-03-17,801735.SI,光伏设备,7586.0,7553.73,7553.73,0.43,YES,4,7
2026-03-17,931775.SH,房地产,2951.84,2995.08,2995.08,-1.44,NO,5,11
2026-03-17,931787.SH,港股创新药,1282.63,1307.41,1307.41,-1.9,NO,6,11
2026-03-17,399975.SZ,证券公司,785.42,804.38,804.38,-2.36,NO,7,11
2026-03-17,399989.SZ,中证医疗,6726.5,6892.42,6892.42,-2.41,NO,8,11
2026-03-17,801738.SI,电网设备,6852.51,7029.12,7029.12,-2.51,NO,9,1
2026-03-17,000813.SH,细分化工,4194.42,4367.76,4367.76,-3.97,NO,10,2
2026-03-17,801081.SI,半导体,7409.32,7730.42,7730.42,-4.15,NO,11,11
2026-03-17,801750.SI,通信,5209.24,5449.98,5449.98,-4.42,NO,12,4
2026-03-17,801741.SI,商业航天,33212.93,36914.25,36914.25,-10.03,NO,13,4
2026-03-17,UUP,美元指数,27.68,27.37,27.37,1.14,YES,1,11
2026-03-17,SOXX,费城半导体,340.25,345.78,345.78,-1.6,NO,2,11
2026-03-17,SGE-AU,黄金,1112.41,1140.47,1140.47,-2.46,NO,3,4
2026-03-17,SGE-AG,白银,19930.0,21193.3,21193.3,-5.96,NO,4,3
2026-03-17,COMP,纳斯达克,8.53,9.3,9.3,-8.25,NO,5,11
