日期,代码,名称,当前价格,MA20,临界值,偏离度(%),信号状态,趋势强度,持续天数
2026-05-25,000001.SH,上证指数,0,0,0,0,NO,1,3
2026-05-25,399001.SZ,深证成指,0,0,0,0,NO,2,1
2026-05-25,399006.SZ,创业板指,0,0,0,0,NO,3,1
2026-05-25,000300.SH,沪深300,0,0,0,0,NO,4,3
2026-05-25,000905.SH,中证500,0,0,0,0,NO,5,1
2026-05-25,000688.SH,科创50,0,0,0,0,NO,6,1
2026-05-25,000016.SH,上证50,0,0,0,0,NO,7,7
2026-05-25,000852.SH,中证1000,0,0,0,0,NO,8,1
2026-05-25,000908.SH,中证2000,0,0,0,0,NO,9,13
2026-05-25,000985.SH,中证全指,0,0,0,0,NO,10,1
2026-05-25,801081.SI,半导体,0,0,0,0,NO,1,1
2026-05-25,000941.SH,新能源,0,0,0,0,NO,2,1
2026-05-25,000813.SH,细分化工,0,0,0,0,NO,3,8
2026-05-25,801741.SI,商业航天,0,0,0,0,NO,4,7
2026-05-25,801738.SI,电网设备,0,0,0,0,NO,5,1
2026-05-25,801750.SI,通信,0,0,0,0,NO,6,3
2026-05-25,399998.SZ,中证煤炭,0,0,0,0,NO,7,4
2026-05-25,931775.SH,房地产,0,0,0,0,NO,8,6
2026-05-25,000922.SH,中证红利,0,0,0,0,NO,9,9
2026-05-25,801735.SI,光伏设备,0,0,0,0,NO,10,1
2026-05-25,399975.SZ,证券公司,0,0,0,0,NO,11,8
2026-05-25,399989.SZ,中证医疗,0,0,0,0,NO,12,8
2026-05-25,931787.SH,港股创新药,0,0,0,0,NO,13,23
2026-05-25,COMP,纳斯达克,0,0,0,0,NO,1,1
2026-05-25,UUP,美元指数,0,0,0,0,NO,2,1
2026-05-25,SOXX,费城半导体,0,0,0,0,NO,3,1
2026-05-25,SGE-AU,黄金,0,0,0,0,NO,4,23
2026-05-25,SGE-AG,白银,0,0,0,0,NO,5,8
