日期,代码,名称,当前价格,MA20,临界值,偏离度(%),信号状态,趋势强度,持续天数
2026-04-15,000688.SH,科创50,1406.32,1318.58,1318.58,6.65,YES,1,6
2026-04-15,399006.SZ,创业板指,3514.96,3311.91,3311.91,6.13,YES,2,6
2026-04-15,399001.SZ,深证成指,14498.45,13852.55,13852.55,4.66,YES,3,6
2026-04-15,000852.SH,中证1000,8106.16,7800.3,7800.3,3.92,YES,4,6
2026-04-15,000905.SH,中证500,8044.08,7783.25,7783.25,3.35,YES,5,6
2026-04-15,000985.SH,中证全指,6153.96,5963.61,5963.61,3.19,YES,6,6
2026-04-15,000300.SH,沪深300,4685.25,4543.92,4543.92,3.11,YES,7,6
2026-04-15,000016.SH,上证50,2934.22,2870.41,2870.41,2.22,YES,8,6
2026-04-15,000001.SH,上证指数,4027.21,3944.94,3944.94,2.09,YES,9,6
2026-04-15,000908.SH,中证2000,2681.89,2791.42,2791.42,-3.92,NO,10,15
2026-04-15,931787.SH,港股创新药,1443.88,1320.35,1320.35,9.36,YES,1,6
2026-04-15,801081.SI,半导体,7831.99,7286.82,7286.82,7.48,YES,2,6
2026-04-15,801741.SI,商业航天,35029.45,32715.28,32715.28,7.07,YES,3,2
2026-04-15,000813.SH,细分化工,4162.82,4072.72,4072.72,2.21,YES,4,6
2026-04-15,801738.SI,电网设备,6704.24,6566.31,6566.31,2.1,YES,5,1
2026-04-15,399975.SZ,证券公司,754.57,740.37,740.37,1.92,YES,6,4
2026-04-15,399989.SZ,中证医疗,6716.62,6593.28,6593.28,1.87,YES,7,6
2026-04-15,000941.SH,新能源,2796.07,2748.64,2748.64,1.73,YES,8,3
2026-04-15,931775.SH,房地产,2743.31,2723.22,2723.22,0.74,YES,9,2
2026-04-15,000922.SH,中证红利,5720.59,5723.74,5723.74,-0.06,NO,10,19
2026-04-15,399998.SZ,中证煤炭,2294.62,2376.78,2376.78,-3.46,NO,11,12
2026-04-15,801735.SI,光伏设备,6872.56,7122.24,7122.24,-3.51,NO,12,14
2026-04-15,SOXX,费城半导体,401.86,351.34,351.34,14.38,YES,1,7
2026-04-15,SGE-AG,白银,19907.0,18082.35,18082.35,10.09,YES,2,3
2026-04-15,NDX,纳斯达克,24016.02,22160.22,22160.22,8.37,YES,3,7
2026-04-15,SGE-AU,黄金,1058.62,1026.38,1026.38,3.14,YES,4,3
2026-04-15,UDI,美元指数,98.08,99.39,99.39,-1.32,NO,5,7
