日期,代码,名称,当前价格,MA20,临界值,偏离度(%),信号状态,趋势强度,持续天数
2026-03-11,399006.SZ,创业板指,3349.53,3282.36,3282.36,2.05,YES,1,1
2026-03-11,399001.SZ,深证成指,14465.41,14214.98,14214.98,1.76,YES,2,1
2026-03-11,000852.SH,中证1000,8363.53,8269.95,8269.95,1.13,YES,3,1
2026-03-11,000905.SH,中证500,8403.33,8367.3,8367.3,0.43,YES,4,1
2026-03-11,000300.SH,沪深300,4704.5,4686.04,4686.04,0.39,YES,5,1
2026-03-11,000001.SH,上证指数,4133.43,4119.55,4119.55,0.34,YES,6,1
2026-03-11,000016.SH,上证50,2985.34,3032.74,3032.74,-1.56,NO,7,2
2026-03-11,000688.SH,科创50,1401.08,1441.18,1441.18,-2.78,NO,8,2
