日期,代码,名称,当前价格,MA20,临界值,偏离度(%),信号状态,趋势强度,持续天数
2026-04-16,399006.SZ,创业板指,3626.27,3325.91,3325.91,9.03,YES,1,7
2026-04-16,000688.SH,科创50,1422.23,1321.07,1321.07,7.66,YES,2,7
2026-04-16,399001.SZ,深证成指,14796.33,13882.98,13882.98,6.58,YES,3,7
2026-04-16,000852.SH,中证1000,8232.98,7807.12,7807.12,5.45,YES,4,7
2026-04-16,000905.SH,中证500,8180.08,7787.44,7787.44,5.04,YES,5,7
2026-04-16,000985.SH,中证全指,6239.49,5967.11,5967.11,4.56,YES,6,7
2026-04-16,000300.SH,沪深300,4736.61,4547.83,4547.83,4.15,YES,7,7
2026-04-16,000001.SH,上证指数,4055.55,3944.57,3944.57,2.81,YES,8,7
2026-04-16,000016.SH,上证50,2939.76,2869.33,2869.33,2.45,YES,9,7
2026-04-16,000908.SH,中证2000,2668.28,2785.08,2785.08,-4.19,NO,10,16
2026-04-16,931787.SH,港股创新药,1455.43,1329.33,1329.33,9.49,YES,1,7
2026-04-16,801081.SI,半导体,7945.92,7303.55,7303.55,8.8,YES,2,7
2026-04-16,801741.SI,商业航天,34931.39,32727.55,32727.55,6.73,YES,3,3
2026-04-16,801750.SI,通信,5186.12,4949.45,4949.45,4.78,YES,4,5
2026-04-16,000941.SH,新能源,2850.76,2750.18,2750.18,3.66,YES,5,4
2026-04-16,000813.SH,细分化工,4219.74,4075.13,4075.13,3.55,YES,6,7
2026-04-16,801738.SI,电网设备,6746.75,6555.15,6555.15,2.92,YES,7,2
2026-04-16,399975.SZ,证券公司,759.2,739.18,739.18,2.71,YES,8,5
2026-04-16,399989.SZ,中证医疗,6718.09,6592.09,6592.09,1.91,YES,9,7
2026-04-16,931775.SH,房地产,2757.61,2715.01,2715.01,1.57,YES,10,3
2026-04-16,000922.SH,中证红利,5734.51,5718.8,5718.8,0.27,YES,11,1
2026-04-16,801735.SI,光伏设备,6970.47,7091.38,7091.38,-1.7,NO,12,15
2026-04-16,399998.SZ,中证煤炭,2297.94,2371.5,2371.5,-3.1,NO,13,13
2026-04-16,SOXX,费城半导体,405.95,354.72,354.72,14.44,YES,1,8
2026-04-16,SGE-AG,白银,19551.0,18152.85,18152.85,7.7,YES,2,4
2026-04-16,SGE-AU,黄金,1051.22,1025.88,1025.88,2.47,YES,3,4
2026-04-16,UUP,美元指数,27.37,27.63,27.63,-0.93,NO,4,7
2026-04-16,COMP,纳斯达克,7.3,7.38,7.38,-1.07,NO,5,32
