日期,代码,名称,当前价格,MA20,临界值,偏离度(%),信号状态,趋势强度,持续天数
2026-05-19,000688.SH,科创50,1775.13,1589.65,1589.65,11.67,YES,1,10
2026-05-19,399006.SZ,创业板指,3908.44,3790.42,3790.42,3.11,YES,2,10
2026-05-19,000852.SH,中证1000,8808.64,8555.98,8555.98,2.95,YES,3,10
2026-05-19,000905.SH,中证500,8627.95,8490.04,8490.04,1.62,YES,4,10
2026-05-19,000985.SH,中证全指,6526.03,6424.61,6424.61,1.58,YES,5,10
2026-05-19,399001.SZ,深证成指,15569.91,15346.83,15346.83,1.45,YES,6,10
2026-05-19,000001.SH,上证指数,4169.54,4134.97,4134.97,0.84,YES,7,10
2026-05-19,000300.SH,沪深300,4852.88,4838.23,4838.23,0.3,YES,8,10
2026-05-19,000016.SH,上证50,2954.06,2972.87,2972.87,-0.63,NO,9,3
2026-05-19,000908.SH,中证2000,2652.25,2675.38,2675.38,-0.86,NO,10,9
2026-05-19,000941.SH,新能源,2939.42,2933.43,2933.43,0.2,YES,1,1
2026-05-19,399998.SZ,中证煤炭,2402.94,2398.3,2398.3,0.19,YES,2,2
2026-05-19,931775.SH,房地产,2852.3,2859.85,2859.85,-0.26,NO,3,2
2026-05-19,399975.SZ,证券公司,743.22,754.73,754.73,-1.52,NO,4,4
2026-05-19,000922.SH,中证红利,5662.36,5761.85,5761.85,-1.73,NO,5,5
2026-05-19,399989.SZ,中证医疗,6457.96,6652.25,6652.25,-2.92,NO,6,4
2026-05-19,000813.SH,细分化工,4027.94,4247.63,4247.63,-5.17,NO,7,4
2026-05-19,931787.SH,港股创新药,1216.48,1321.46,1321.46,-7.94,NO,8,19
2026-05-19,801081.SI,半导体,0.0,0.0,0.0,0.0,NO,9,1
2026-05-19,801741.SI,商业航天,0.0,0.0,0.0,0.0,NO,10,3
2026-05-19,801738.SI,电网设备,0.0,0.0,0.0,0.0,NO,11,1
2026-05-19,801750.SI,通信,0.0,0.0,0.0,0.0,NO,12,1
2026-05-19,801735.SI,光伏设备,0.0,0.0,0.0,0.0,NO,13,1
2026-05-19,COMP,纳斯达克,0.0,0.0,0.0,0.0,NO,1,4
2026-05-19,UUP,美元指数,0.0,0.0,0.0,0.0,NO,2,1
2026-05-19,SOXX,费城半导体,0.0,0.0,0.0,0.0,NO,3,1
2026-05-19,SGE-AU,黄金,0.0,0.0,0.0,0.0,NO,4,19
2026-05-19,SGE-AG,白银,0.0,0.0,0.0,0.0,NO,5,4
